"Room","Date","LA","GPP","R_leaf","R_root","R_stem","R_leaf_se","R_root_se","R_stem_se","Rm_leaf","Rm_stem","Rm_root"
1,2016-01-08,0.00272757418089654,0.0150628946066436,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00223573188495608,0.0004865070029706,0.000872718897740435
1,2016-01-17,0.00331890848200101,0.0196433133844028,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00412948157368481,0.000781442601918497,0.00187152508414189
1,2016-01-15,0.00308386873902906,0.0143953039629913,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00375083220684955,0.000708961493999309,0.00166770615148612
1,2016-01-26,0.00570777198060463,0.0291217102802128,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0061864931876675,0.00132716425200799,0.00309389002087521
1,2016-01-24,0.0049551406765627,0.0172697634654527,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00563573502945058,0.00116621802949273,0.00274181296826761
1,2016-01-11,0.0028180886827861,0.0192072756925574,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00294819604133062,0.00058374763311142,0.00124462248826289
1,2016-01-09,0.00275182254820936,0.0118606154053991,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00248823881503146,0.000520546285828268,0.00100449387455521
1,2016-01-18,0.00346973705561024,0.0231387952757795,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00432100760916229,0.000822441705253191,0.00197606780016774
1,2016-01-16,0.00319102583108449,0.0163179109110975,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.00394017249015591,0.000743833960548756,0.00176917253214677
1,2016-01-27,0.0061391383415887,0.0236948304427684,0.0381611526969339,0.0326542507901556,0.03406477981986,0.00327519269774799,0.00295639852079303,0.002462154764458,0.0064922254804217,0.00141801579223156,0.00329638586820844
